club,clubLabel,country,countryLabel
http://www.wikidata.org/entity/Q11914241,Q11914241,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914254,Q11914254,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914259,Q11914259,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914288,Q11914288,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914289,Q11914289,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914290,Q11914290,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914291,Q11914291,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914292,Q11914292,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914293,Q11914293,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914295,Q11914295,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914296,Q11914296,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11914297,Q11914297,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11923312,Q11923312,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11923313,Q11923313,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11923315,Q11923315,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11937235,Q11937235,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11954000,Q11954000,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q11954005,Q11954005,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q121462543,Q121462543,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q122213460,Q122213460,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q122467947,Q122467947,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12253298,Q12253298,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12255097,Q12255097,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q122968433,Q122968433,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q123138588,Q123138588,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q123749881,Q123749881,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q123783447,Q123783447,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12382332,Q12382332,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12383871,Q12383871,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12383910,Q12383910,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12384804,Q12384804,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12385862,Q12385862,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386232,Q12386232,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386234,Q12386234,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386236,Q12386236,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386237,Q12386237,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386238,Q12386238,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12386245,Q12386245,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12388035,Q12388035,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12389130,Q12389130,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12393076,Q12393076,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12393914,Q12393914,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q123943073,Q123943073,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12400581,Q12400581,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12400586,Q12400586,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12400592,Q12400592,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12400741,Q12400741,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12401591,Q12401591,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12401596,Q12401596,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q124287318,Q124287318,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q124409613,Q124409613,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125253344,Q125253344,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125510840,Q125510840,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125510855,Q125510855,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125510864,Q125510864,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125542518,Q125542518,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125569263,Q125569263,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q125908177,Q125908177,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q126282436,Q126282436,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q126923993,Q126923993,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q12873148,Q12873148,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q129410285,Q129410285,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q130252122,Q130252122,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q130278575,Q130278575,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q13048782,Q13048782,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q13048789,Q13048789,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q13048792,Q13048792,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q13048794,Q13048794,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q130722824,Q130722824,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q130748381,Q130748381,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q131364494,Q131364494,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q131422227,Q131422227,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q131547363,Q131547363,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q131672963,Q131672963,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q131672989,Q131672989,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q132559524,Q132559524,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q133294649,Q133294649,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q134602564,Q134602564,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q13520313,Q13520313,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q135902790,Q135902790,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139251073,Q139251073,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139297808,Q139297808,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139568476,Q139568476,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139568480,Q139568480,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139582459,Q139582459,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139668897,Q139668897,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q139676485,Q139676485,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q15993893,Q15993893,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q16570321,Q16570321,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q1699738,Q1699738,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20104522,Q20104522,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20104543,Q20104543,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20104627,Q20104627,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20104864,Q20104864,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20104977,Q20104977,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20106715,Q20106715,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20106740,Q20106740,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20107274,Q20107274,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20542261,Q20542261,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20542449,Q20542449,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20542628,Q20542628,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20548792,Q20548792,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20549097,Q20549097,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20549101,Q20549101,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20549986,Q20549986,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20549996,Q20549996,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20550211,Q20550211,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20615320,Q20615320,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q20616714,Q20616714,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2073115,Q2073115,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2322190,Q2322190,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q24084538,Q24084538,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q25424138,Q25424138,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q25476956,Q25476956,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q25477211,Q25477211,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q25510359,Q25510359,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2877695,Q2877695,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2888336,Q2888336,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2888821,Q2888821,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q2931213,Q2931213,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q29384626,Q29384626,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q31073991,Q31073991,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q31188383,Q31188383,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q31188401,Q31188401,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q31188405,Q31188405,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q31280842,Q31280842,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q3212821,Q3212821,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q3217822,Q3217822,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q3328452,Q3328452,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q3459444,Q3459444,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q4294651,Q4294651,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q47766658,Q47766658,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q538421,Q538421,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5391946,Q5391946,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5401962,Q5401962,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5409057,Q5409057,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5476468,Q5476468,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5477613,Q5477613,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5483292,Q5483292,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5639968,Q5639968,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5641224,Q5641224,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5653565,Q5653565,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5657813,Q5657813,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5660105,Q5660105,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5661450,Q5661450,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5664043,Q5664043,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5664061,Q5664061,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q56710527,Q56710527,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5674924,Q5674924,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5708586,Q5708586,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5709204,Q5709204,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5710964,Q5710964,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5710985,Q5710985,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5711002,Q5711002,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5716306,Q5716306,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5716816,Q5716816,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5735311,Q5735311,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5736707,Q5736707,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5736961,Q5736961,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773094,Q5773094,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773113,Q5773113,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773347,Q5773347,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773386,Q5773386,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773606,Q5773606,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773608,Q5773608,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773659,Q5773659,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773669,Q5773669,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773701,Q5773701,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773705,Q5773705,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773751,Q5773751,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773754,Q5773754,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773764,Q5773764,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773768,Q5773768,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773770,Q5773770,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773796,Q5773796,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773805,Q5773805,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773840,Q5773840,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773859,Q5773859,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773862,Q5773862,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5773866,Q5773866,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774003,Q5774003,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774047,Q5774047,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774051,Q5774051,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774088,Q5774088,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774094,Q5774094,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774097,Q5774097,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774143,Q5774143,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774162,Q5774162,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774237,Q5774237,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774285,Q5774285,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5774873,Q5774873,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5775017,Q5775017,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5803221,Q5803221,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5813686,Q5813686,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5820751,Q5820751,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5838646,Q5838646,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5838719,Q5838719,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5838722,Q5838722,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5840053,Q5840053,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q584365,Q584365,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5853854,Q5853854,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5854090,Q5854090,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5855276,Q5855276,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5875760,Q5875760,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5884670,Q5884670,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5903216,Q5903216,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5907832,Q5907832,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q59147816,Q59147816,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5919156,Q5919156,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5923147,Q5923147,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5957514,Q5957514,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5960566,Q5960566,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5969988,Q5969988,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q5976148,Q5976148,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6037606,Q6037606,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6051984,Q6051984,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6101775,Q6101775,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6101939,Q6101939,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6102040,Q6102040,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6118719,Q6118719,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6130820,Q6130820,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6130823,Q6130823,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6133377,Q6133377,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61364661,Q61364661,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61364662,Q61364662,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61365632,Q61365632,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61382987,Q61382987,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61385899,Q61385899,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61388071,Q61388071,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61388075,Q61388075,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q61388960,Q61388960,http://www.wikidata.org/entity/Q29,Испания
http://www.wikidata.org/entity/Q6151044,Q6151044,http://www.wikidata.org/entity/Q29,Испания
